,player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
0,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,1,REG,18,27,212.0,1,1.0,2.0,17.0,0,0,305.0,87.0,9.0,1.0508536,0,0.69508195,0.07563226,2,-1.0,0,0.0,0.0,0.0,-1.4371675,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,10.38,10.38
1,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,2,REG,18,34,190.0,1,0.0,1.0,2.0,0,0,318.0,81.0,8.0,2.428707,0,0.5974843,-0.020727389,3,-2.0,0,1.0,1.0,0.0,-7.115407,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,9.4,9.4
2,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,3,REG,31,42,271.0,1,0.0,3.0,20.0,0,0,236.0,124.0,15.0,1.0767493,0,1.148305,0.08596274,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,14.74,14.74
3,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,4,REG,39,52,385.0,3,0.0,1.0,12.0,1,1,326.0,205.0,23.0,9.511334,0,1.1809816,0.15367448,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,25.4,25.4
4,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,5,REG,35,52,351.0,1,0.0,0.0,-0.0,0,0,356.0,178.0,17.0,12.98959,1,0.98595506,0.16023739,3,-3.0,0,0.0,0.0,0.0,-3.3360364,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.74,19.74
5,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,6,REG,25,40,243.0,1,0.0,2.0,14.0,1,0,302.0,87.0,11.0,8.719791,0,0.80463576,0.11712265,1,0.0,0,0.0,0.0,0.0,-1.1183695,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,13.72,13.72
6,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,7,REG,32,49,290.0,0,0.0,1.0,14.0,0,0,295.0,134.0,14.0,-2.3755324,0,0.9830508,0.024748357,1,1.0,0,0.0,0.0,0.0,-0.56958216,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,11.7,11.7
7,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,8,REG,26,44,325.0,1,0.0,3.0,20.0,0,0,288.0,177.0,13.0,4.882812,0,1.1284722,0.07626214,1,1.0,0,0.0,0.0,0.0,-1.0151767,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,17.1,17.1
8,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,9,REG,36,58,280.0,1,0.0,1.0,8.0,0,0,271.0,127.0,15.0,-4.8830423,0,1.0332103,0.00052377814,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.2,15.2
9,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,10,REG,22,29,258.0,2,1.0,0.0,-0.0,0,0,248.0,102.0,15.0,15.308453,0,1.0403225,0.2837001,6,-3.0,0,0.0,0.0,0.0,-2.9442384,0,0,1,0.0,0,0.0,0.0,16.0,0.0,0.0,-4.7260165,0,0.0,0.03448276,0.06130268,0.094636016,0.0,16.02,16.02
10,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,12,REG,29,43,246.0,2,0.0,3.0,17.0,0,0,374.0,168.0,9.0,-1.7076085,0,0.657754,0.055163786,1,2.0,0,0.0,0.0,1.0,1.5352695,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,18.04,18.04
11,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,13,REG,36,54,281.0,2,1.0,1.0,7.0,0,0,307.0,150.0,19.0,0.43490684,0,0.9153094,0.057722103,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,17.14,17.14
12,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,14,REG,34,55,253.0,1,2.0,0.0,-0.0,0,0,355.0,108.0,14.0,-9.466742,0,0.71267605,0.01804785,2,0.0,0,0.0,0.0,0.0,-1.8508312,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,10.12,10.12
13,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,15,REG,30,44,312.0,3,2.0,1.0,8.0,1,1,314.0,125.0,18.0,5.4680576,0,0.9936306,0.0766103,2,1.0,0,1.0,1.0,0.0,-7.3618865,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,16.58,16.58
14,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,16,REG,32,48,281.0,1,2.0,0.0,-0.0,0,0,227.0,222.0,15.0,-1.8559757,0,1.2378855,0.016910737,2,1.0,0,0.0,0.0,1.0,1.4932334,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,11.34,11.34
15,00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2022,17,REG,34,45,432.0,3,0.0,3.0,21.0,0,0,352.0,185.0,17.0,17.324783,1,1.2272727,0.2419797,3,4.0,1,0.0,0.0,3.0,3.2508714,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,37.68,37.68
16,00-0022824,A.Lee,Andy Lee,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,2022,16,REG,1,1,4.0,0,0.0,0.0,-0.0,0,0,0.0,4.0,1.0,2.864477,0,0.0,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,0.16,0.16
17,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,1,REG,22,34,195.0,0,1.0,4.0,33.0,1,1,190.0,134.0,9.0,-11.627544,0,1.0263158,0.012710354,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,3.7,3.7
18,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,2,REG,19,25,234.0,2,0.0,3.0,23.0,0,0,139.0,130.0,10.0,11.532071,0,1.6834532,0.19160852,5,10.0,0,1.0,1.0,1.0,-7.8255224,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,16.36,16.36
19,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,3,REG,27,35,255.0,2,1.0,1.0,7.0,0,0,177.0,178.0,11.0,4.507948,0,1.440678,0.1536312,1,-1.0,0,0.0,0.0,0.0,-0.80551946,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,16.1,16.1
20,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,4,REG,21,35,251.0,2,1.0,1.0,7.0,0,0,352.0,128.0,12.0,0.4257562,0,0.7130682,0.0872467,1,1.0,0,0.0,0.0,0.0,-0.24470691,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,16.14,16.14
21,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,5,REG,25,39,222.0,2,0.0,2.0,15.0,1,0,291.0,150.0,15.0,2.8204906,0,0.7628866,0.09108794,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,16.88,16.88
22,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,6,REG,26,41,246.0,1,0.0,4.0,36.0,1,0,354.0,100.0,9.0,-13.293249,0,0.69491524,0.018552633,1,0.0,0,1.0,1.0,0.0,-4.7918687,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,11.84,11.84
23,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,7,REG,23,35,194.0,2,0.0,0.0,-0.0,0,0,214.0,92.0,10.0,-2.8398337,0,0.90654206,0.025187768,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.76,15.76
24,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,8,REG,19,30,203.0,2,1.0,2.0,13.0,0,0,236.0,102.0,8.0,-1.4000275,0,0.8601695,0.04683374,1,11.0,0,0.0,0.0,1.0,1.1915426,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.22,15.22
25,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,9,REG,23,43,291.0,1,3.0,1.0,8.0,0,0,429.0,109.0,11.0,-12.59564,0,0.67832166,0.009662045,4,40.0,0,0.0,0.0,2.0,7.773305,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,13.64,13.64
26,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,10,REG,14,20,224.0,3,0.0,2.0,16.0,1,1,226.0,90.0,8.0,6.8773236,0,0.99115044,0.23062418,2,4.0,0,0.0,0.0,1.0,-1.0295293,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.36,19.36
27,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,11,REG,24,39,227.0,2,0.0,1.0,12.0,0,0,350.0,90.0,11.0,1.6570836,1,0.64857143,0.054898947,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,19.08,19.08
28,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,12,REG,11,16,140.0,2,2.0,3.0,17.0,0,0,96.0,78.0,8.0,0.24754998,0,1.4583334,0.054553773,1,-1.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,9.5,9.5
29,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,13,REG,18,31,182.0,1,0.0,0.0,-0.0,0,0,324.0,92.0,11.0,3.5329647,1,0.5617284,0.097441785,3,4.0,0,0.0,0.0,0.0,0.061145775,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,13.68,13.68
30,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,15,REG,22,30,229.0,1,1.0,3.0,22.0,0,0,132.0,154.0,15.0,1.0240986,0,1.7348485,0.13722534,3,-3.0,0,0.0,0.0,0.0,-5.8232007,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,10.86,10.86
31,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,16,REG,24,38,238.0,1,1.0,2.0,16.0,0,0,329.0,99.0,11.0,2.1155965,0,0.7234042,0.079293646,7,18.0,0,0.0,0.0,2.0,2.3772562,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,13.32,13.32
32,00-0023459,A.Rodgers,Aaron Rodgers,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mee42twdk3qpcdotzdka",GB,2022,17,REG,15,24,159.0,1,0.0,1.0,16.0,0,0,260.0,67.0,9.0,1.9633452,0,0.61153847,0.13180259,1,2.0,1,0.0,0.0,1.0,2.0838227,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,16.56,16.56
33,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbqyepybd9wbk1nvykx4",GB,2022,5,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,2.0,1,0.0,0.0,2.0,0.0,1.0,1.0439267,0,1.0,0.025641026,0.0068728523,0.043272536,0.0,6.2,7.2
34,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbqyepybd9wbk1nvykx4",GB,2022,9,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,19.0,0,0.0,0.0,14.0,5.0,1.0,1.6992688,0,1.3571428,0.025,0.033816423,0.0611715,0.0,1.9,2.9
35,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbqyepybd9wbk1nvykx4",GB,2022,10,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,-1.0,0,0.0,0.0,-1.0,0.0,0.0,-0.94953483,0,0.0,0.05263158,-0.004484305,0.07580835,0.0,-0.1,0.9
36,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbqyepybd9wbk1nvykx4",GB,2022,13,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,1,0.0,0,0.0,0.0,6.0,0.0,0.0,-0.6211583,1,0.0,0.033333335,0.018867925,0.063207544,0.0,2.0,2.0
37,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbqyepybd9wbk1nvykx4",GB,2022,15,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,1,14.0,0,0.0,0.0,7.0,7.0,1.0,1.2386492,0,2.0,0.035714287,0.055555556,0.09246032,0.0,1.4,2.4
38,00-0024243,M.Lewis,Marcedes Lewis,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kbqyepybd9wbk1nvykx4",GB,2022,16,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,32.0,1,0.0,0.0,30.0,2.0,2.0,4.5564456,0,1.0666667,0.05263158,0.09118541,0.14277716,0.0,9.2,11.2
39,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,1,REG,32,50,352.0,1,1.0,2.0,12.0,2,0,317.0,172.0,20.0,3.0047843,0,1.1104101,0.030193387,4,12.0,0,2.0,1.0,2.0,-4.417951,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.28,15.28
40,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,2,REG,16,30,195.0,0,3.0,5.0,31.0,1,0,256.0,64.0,6.0,-20.349194,0,0.76171875,0.013414036,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,1.8,1.8
41,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,3,REG,27,37,222.0,2,0.0,5.0,45.0,2,1,165.0,116.0,12.0,-4.035991,0,1.3454546,0.046164837,3,4.0,0,0.0,0.0,1.0,1.7106795,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,15.28,15.28
42,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,4,REG,27,37,356.0,2,1.0,3.0,29.0,2,1,236.0,151.0,17.0,8.75145,0,1.5084746,0.1608411,2,-4.0,0,0.0,0.0,0.0,-1.6387365,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,17.84,17.84
43,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,5,REG,26,41,251.0,0,2.0,6.0,51.0,2,0,260.0,113.0,14.0,-11.321442,0,0.9653846,0.04485651,1,1.0,0,0.0,0.0,0.0,-1.3422701,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,6.14,6.14
44,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,6,REG,42,58,389.0,3,0.0,0.0,-0.0,0,0,299.0,209.0,22.0,17.657375,0,1.3010033,0.17915735,1,-4.0,0,0.0,0.0,0.0,-0.78160685,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,27.16,27.16
45,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,7,REG,33,44,243.0,1,2.0,3.0,16.0,0,0,177.0,119.0,12.0,-9.110603,0,1.3728814,0.07808782,1,2.0,0,0.0,0.0,0.0,-1.3477558,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,9.92,9.92
46,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,10,REG,21,28,222.0,1,0.0,1.0,14.0,0,0,172.0,114.0,10.0,9.340534,0,1.2906977,0.1917677,4,38.0,1,0.0,0.0,2.0,3.6273997,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,22.68,22.68
47,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,11,REG,23,32,213.0,0,0.0,4.0,28.0,0,0,194.0,104.0,9.0,-3.3371522,0,1.0979382,0.02936129,1,1.0,0,0.0,0.0,1.0,0.28770882,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,8.62,8.62
48,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,12,REG,22,34,199.0,1,1.0,3.0,19.0,1,0,214.0,72.0,11.0,-5.0692787,0,0.92990655,0.018138418,4,22.0,0,1.0,1.0,2.0,-3.5159001,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,10.16,10.16
49,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,13,REG,21,37,233.0,2,3.0,3.0,30.0,1,1,218.0,100.0,12.0,-8.118598,0,1.0688074,-0.030895256,3,-2.0,0,0.0,0.0,1.0,-0.4766623,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,9.12,9.12
50,00-0026143,M.Ryan,Matt Ryan,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/s6zam4ekrrnonsck6vak",IND,2022,15,REG,19,33,182.0,1,0.0,3.0,12.0,1,0,255.0,80.0,11.0,-2.1718905,0,0.7137255,-0.023620913,3,0.0,0,0.0,0.0,0.0,-3.1402056,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,11.28,11.28
51,00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zg6azyjniovtgb7vdssz",NYJ,2022,1,REG,37,59,309.0,1,1.0,3.0,12.0,0,0,286.0,139.0,18.0,-7.1129165,0,1.0804195,0.013412225,1,0.0,0,0.0,0.0,0.0,-1.2306267,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,14.36,14.36
52,00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zg6azyjniovtgb7vdssz",NYJ,2022,2,REG,26,44,307.0,4,0.0,2.0,15.0,1,1,407.0,127.0,15.0,12.344181,0,0.75429976,0.14024937,2,6.0,0,0.0,0.0,1.0,1.0937057,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,26.88,26.88
53,00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zg6azyjniovtgb7vdssz",NYJ,2022,3,REG,28,52,285.0,0,2.0,4.0,33.0,3,2,515.0,129.0,13.0,-23.438705,0,0.5533981,0.012118313,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,3.4,3.4
54,00-0026158,J.Flacco,Joe Flacco,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zg6azyjniovtgb7vdssz",NYJ,2022,14,REG,1,3,1.0,0,0.0,1.0,6.0,1,1,30.0,2.0,0.0,-7.2179537,0,0.033333335,,0,0.0,0,0.0,0.0,0.0,,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0,,,,,0.0,-1.96,-1.96
55,00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,9,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,2,16.0,0,0.0,0.0,62.0,0.0,1.0,-0.39106426,0,0.2580645,0.09090909,0.2857143,0.33636364,0.0,1.6,2.6
56,00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,12,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,74.0,0,0.0,0.0,79.0,7.0,2.0,5.8350773,0,0.93670887,0.1,0.22253521,0.30577466,0.0,7.4,9.4
57,00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,13,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,3,10.0,0,0.0,0.0,39.0,6.0,0.0,-0.23520465,0,0.25641027,0.083333336,0.16883117,0.24318182,0.0,1.0,3.0
58,00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,14,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,2,2,34.0,0,0.0,0.0,29.0,5.0,1.0,3.2649806,0,1.1724138,0.11764706,0.21641791,0.3279631,0.0,3.4,5.4
59,00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,15,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,0,3,0.0,0,0.0,0.0,34.0,0.0,0.0,-6.454491,0,0.0,0.10714286,0.18994413,0.29367518,0.0,0.0,0.0
60,00-0026189,D.Jackson,DeSean Jackson,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pr5m864fqvnoozihylrh",BAL,2022,16,REG,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,,0,,,0,0.0,0,0.0,0.0,0.0,,0,1,2,10.0,0,0.0,0.0,43.0,0.0,1.0,0.48675436,0,0.23255815,0.125,0.21938775,0.34107143,0.0,1.0,2.0
